Respondent ID,Collector ID,Start Date,End Date,IP Address,Do you give your consent to participate inÂ the following study?,"Where is your local port (City, State)?","When you go out on your boat, about how long do you typically go out for?",,Do you use your boat year round?,,Do you have depth sounding equipment or a fish finder?,,Do you have a GPS on your vessel?,,Do you have an AIS unit?,,What do you use for navigation?Â (select all that apply),,,,,,Do you pay for your navigation service?,,"If you have a smartphone or tablet, do you always have it on the boat with you?",Would you be willing to share location information from your phone/tablet or other navigation system?,What would you prefer?,What method of data delivery would you be most likely to use?,Would you be willing to slightly detourÂ toÂ collect data if a site of interest showed up along your route?,"Would you beÂ willing toÂ go to locations where data is needed, even if they were out of your way?",What is the maximum distanceÂ you would be willing to travel out of the way to collect data?,,What sort of incentives would motivate you to collect this crowd-sourced data? (select all that apply),,,,,,,,,"Of these listed, which incentive would most interest you? (Insert Number)","Would you be willing to pay a small fee, if in exchange youÂ received new hardware, local seafloor data, or the incentive of your choice?","Of these, for which wouldÂ you most likely pay a small fee?",,"Do you have any concerns about participating in this crowd data collection? If so, please provide a description of your concerns so that we can address them."
6110457150,154040326,03/07/2017 04:27:12 PM,03/07/2017 04:30:59 PM,,Yes,"Woods Hole, MA",A few hours,,Yes,,No,,No,,No,,Phone or Tablet Application,,,,,Navionics App,No,,Yes,No,For the data collection to occur in the backgroud,Automatic upload from smartphone or other unit,It would depend on the situation.,No,,,,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,(8) Small monetary rewards for certain tasks,,2,Yes,New hardware,,
6110451597,154040326,03/07/2017 04:23:49 PM,03/07/2017 04:30:10 PM,,Yes,"Woods Hole, MA",A few hours,,No,Spring summer fall,No,,Yes,Navionics ,No,,Phone or Tablet Application,,Paper Charts,,,Navionics,Yes,15$ total,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,It would depend on the situation.,Yes,2 nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,"(5) The ability to gain and increase reputation: e.g. the better data you collect, the higher reputation score you receive","(6) The chance to become ""Citizen Hydrographer of the Month"" complete with a letter of recognition","(7) A game-like environmentÂ for data-collection, such as collecting ""virtual loot"" or discovering virtualÂ lands.",(8) Small monetary rewards for certain tasks,This is great!,7,Yes,New hardware,,Ability to turn app off for breaking the law is necessary. 
6108982922,154040326,03/06/2017 03:27:14 PM,03/06/2017 04:14:48 PM,,Yes,"woods hole, ma",A few hours,,No,,Yes,a very cheap and obsolete hummingbird,Yes,a very cheap hummingbird unit,No,,Phone or Tablet Application,,Paper Charts,,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,Yes,2 nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,,,,the second choice,Yes,New hardware,,"Will the data be used to assemble nautical charts? Since charts are legal documents, and the data and data collection procedures that are used to compile charts may be examined in court (e.g. in events such as vessel groundings), would the participants be held legally responsible for the data they collect? "
6107947246,154040326,03/05/2017 04:48:37 PM,03/05/2017 04:53:11 PM,,Yes,"Falmouth, MA",An entire day,,No,May-september,Yes,,Yes,,No,,,,Paper Charts,GPS Chart Plotter,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,It would depend on the situation.,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,(4) A social network of mariners working together for science and safety of navigation,"(5) The ability to gain and increase reputation: e.g. the better data you collect, the higher reputation score you receive",,,(8) Small monetary rewards for certain tasks,,,Yes,Updated data for your local area,,
6107606461,154040326,03/04/2017 09:30:23 PM,03/04/2017 09:34:45 PM,,Yes,"Seattle, Washington",Overnight trips,,No,Summer,Yes,,Yes,,No,,,,Paper Charts,,,,No,,Yes,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Manual upload from smartphone or other unit,Yes,Yes,1Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,,,,updated data,Yes,New hardware,,
6107448170,154040326,03/04/2017 02:15:07 PM,03/04/2017 03:25:14 PM,,Yes,"Durham, NH",A few hours,,No,May-October ,No,,No,,No,,,,Paper Charts,,,,No,,Yes,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Manual upload from smartphone or other unit,Yes,Yes,2 nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,(8) Small monetary rewards for certain tasks,,Increase knowledge of ports and harbors ,Yes,Updated data for your local area,,
6107388509,154040326,03/04/2017 12:03:20 PM,03/04/2017 06:22:33 PM,,Yes,"Philadelphia, PA",A few hours,,Yes,,No,,Yes,,No,,,,,,None of the Above,,No,,No,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Manual upload from smartphone or other unit,Yes,Yes,2 nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,(4) A social network of mariners working together for science and safety of navigation,,,,(8) Small monetary rewards for certain tasks,Access to the collected data.,,No,,,
6107379723,154040326,03/04/2017 11:44:36 AM,03/04/2017 11:47:56 AM,,Yes,"Alexandria, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107306117,154040326,03/04/2017 08:59:27 AM,03/04/2017 09:03:03 AM,,Yes,"Charleston, SC",An entire day,,Yes,,Yes,,Yes,,No,,,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,(8) Small monetary rewards for certain tasks,,,No,,,
6107086789,154040326,03/03/2017 08:54:05 PM,03/03/2017 09:45:21 PM,,Yes,"Woods Hole, MA",Other (please specify),all of the above,No,May through October,Yes,RayMarine suite with ST60 Tri-Data,Yes,Garmin GPS (part of our Garmin 4012 Chart Plotter),No,,,,Paper Charts,,,"Chart Plotter (Garmin 4012) primarily, paper charts as back-up",No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,Yes,Yes,More,"It would depend.  We sail mainly for pleasure, but sometimes we might be on a schedule.  Other times we might be willing to make a trip just for the fun of collecting bathymetry. ",(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,increase knowledge,Yes,New hardware,"new hardware, depending what it is",Our depth sounder displays water depth but does not record any data... a system to record the data for upload would be needed.
6107025341,154040326,03/03/2017 06:53:00 PM,03/03/2017 07:00:01 PM,,Yes,"Seattle, WA",A few hours,,No,Summer,Yes,Deeper,Yes,iPad,No,,Phone or Tablet Application,,,,,,No,,Yes,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Manual upload from smartphone or other unit,Yes,Yes,More,"We have an 18' runabout. We would love to detour, but my guess is that the Seattle area is pretty well mapped in places our boat can reach.",(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,"(7) A game-like environmentÂ for data-collection, such as collecting ""virtual loot"" or discovering virtualÂ lands.",,"You can make deep ocean ""pokemon go""?",,Yes,Updated data for your local area,,
6106724705,154040326,03/03/2017 01:22:49 PM,03/03/2017 01:26:43 PM,,Yes,"Charleston, SC",A few hours,,Yes,,Yes,Lowrance Hook 5,Yes,Lowrance Hook 5,No,,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,,,Nautic insight,No,,Yes,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Manual upload from smartphone or other unit,It would depend on the situation.,Yes,5Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,"(5) The ability to gain and increase reputation: e.g. the better data you collect, the higher reputation score you receive","(6) The chance to become ""Citizen Hydrographer of the Month"" complete with a letter of recognition","(7) A game-like environmentÂ for data-collection, such as collecting ""virtual loot"" or discovering virtualÂ lands.",(8) Small monetary rewards for certain tasks,,,Yes,New hardware,,
6098294402,153009065,02/23/2017 08:50:22 AM,02/23/2017 09:02:08 AM,,Yes,"Newmarket, NH",A few hours,,No,may-October ,No,,No,,No,,Phone or Tablet Application,,Paper Charts,,,free charts ,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,Yes,5Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,"(5) The ability to gain and increase reputation: e.g. the better data you collect, the higher reputation score you receive","(6) The chance to become ""Citizen Hydrographer of the Month"" complete with a letter of recognition","(7) A game-like environmentÂ for data-collection, such as collecting ""virtual loot"" or discovering virtualÂ lands.",(8) Small monetary rewards for certain tasks,,"a streamlined app, a game",No,,,
6085406398,153009065,02/09/2017 12:07:27 PM,02/09/2017 12:44:51 PM,,,"Newport, RI",Overnight trips,,No,May - September,No,,No,,No,,Phone or Tablet Application,,,,,Navionics,Yes,App cost $19.99,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,Yes,1Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,To have updated data,Yes,Updated data for your local area,,I am concerned that the app will run in the background on my phone while I am at sea and use a lot of battery power. Navionics already provides good local data for me that is updated by users so I am not sure what else I would gain from this App other than being able to contribute to needed seafloor mapping data.
